message_id,action,message_type,reason,confidence,evidence_message_ids
msg_070,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_003,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_099,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_008,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_092,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_060,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_004,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_030,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_045,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_052,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_009,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_071,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_016,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_065,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_038,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_086,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_014,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_094,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_029,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_105,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_002,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_010,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_078,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_013,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_018,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_044,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_032,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_106,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_006,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_109,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_108,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_019,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_088,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_056,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_027,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_050,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_083,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_063,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_033,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_061,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_020,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_017,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_058,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_026,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_047,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_046,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_042,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_079,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_098,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_037,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_007,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_085,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_001,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_021,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_028,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_012,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_064,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_103,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_031,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_057,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_087,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_067,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_039,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_082,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_066,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_049,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_015,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_051,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_097,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_089,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_053,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_059,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_024,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_072,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_036,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_076,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_055,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_102,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_080,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_093,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_034,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_035,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_101,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_041,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_011,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_110,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_095,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_074,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_073,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_054,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_068,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_100,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_062,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_096,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_043,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_077,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
msg_081,digest,general,"Error during classification: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-****************HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}",0.5,
